Inactive,Internal ID,ID,External ID,Name,Duplicate,Parent Vendor,Primary Parent vendor,Vendor Status,Vendor Type,Phone,Email,Fax,Alt. Contact,Office Phone,Billing Address,Shipping Address,Web Address,Comments,Login Access,Account,Terms
No,22016,900737,900737,Huntsville Toyota - CC,,Yes,,Approved,,,,,,,"900737
United States","900737
United States",,,No,,
No,23101,900738,900738,HyperFuels - High Performance Fuels - CC,,Yes,,Approved,,281-447-7200,,,,,"HyperFuels - High Performance Fuels - CC
2415 S Dairy Ashford C009
Houston TX 77077
United States","HyperFuels - High Performance Fuels - CC
2415 S Dairy Ashford C009
Houston TX 77077
United States",,,No,,Credit Card
No,22017,900739,900739,IAH Parking Area - CC,,Yes,,Approved,,,,,,,"900739
United States","900739
United States",,,No,,
No,22018,900740,900740,Idaho State Tax Commission,,Yes,,Approved,,,,,,,"900740
United States","900740
United States",,,No,,
No,22019,900741,900741,IdentoGo - CC,,Yes,,Approved,,,,,,,"900741
United States","900741
United States",,,No,,
No,22020,900742,900742,Ikea - CC,,Yes,,Approved,,,,,,,"900742
United States","900742
United States",,,No,,
No,22021,900743,900743,Illini FS,,Yes,,Approved,,217-384-8300,ar@illinifs.com,,,,"900743
PO Box 17670
Urbana IL 61803
United States","900743
PO Box 17670
Urbana IL 61803
United States",,,No,,
No,22022,900744,900744,Illinois Department of Revenue,Yes,Yes,,Approved,,,,,,,"900744
P.O. Box 19053
Springfield IL 62794-9053
United States","900744
P.O. Box 19053
Springfield IL 62794-9053
United States",,,No,,
No,22023,900745,900745,Illinois Secretary of State,Yes,Yes,,Approved,,217-524-8008,,,,,"900745
Limited Liability Division-501 S Second St Rm 351
Springfield IL 62756
United States","900745
Limited Liability Division-501 S Second St Rm 351
Springfield IL 62756
United States",,,No,,
No,23102,900746,900746,IMJ Truck Repair,,Yes,,Approved,,210-661-4605,imjtruckrepair7550@gmail.com,,,,"IMJ Truck Repair
7550 FM 1346
San Antonio TX 78220
United States","IMJ Truck Repair
7550 FM 1346
San Antonio TX 78220
United States",,,No,,Net 10
No,22024,900747,900747,Imprint4 - CC,,Yes,,Approved,,,,,,,"900747
United States","900747
United States",,,No,,
No,22025,900748,900748,In Biz - CC,,Yes,,Approved,,,,,,,"900748
United States","900748
United States",,,No,,
No,23103,900749,900749,Incorp - CC,,Yes,,Approved,,800-246-2677,customercare@incorp.com,702-866-2689,,,"Incorp - CC
3773 Howard Hughes Pkwy
Suite 500S
Las Vegas NV 89169
United States","Incorp - CC
3773 Howard Hughes Pkwy
Suite 500S
Las Vegas NV 89169
United States",,,No,,Credit Card
No,22026,900750,900750,Indiana Department of Revenue,,Yes,,Approved,,,,,,,"900750
PO  Box 6032
Indianpolis IN 46206
United States","900750
PO  Box 6032
Indianpolis IN 46206
United States",,,No,,
No,22027,900751,900751,Indiana Spill Response,,Yes,,Approved,,765-932-3884,Keith@isr24.com,,,,"900751
PO Box 219
Rushville IN 46173
United States","900751
PO Box 219
Rushville IN 46173
United States",,,No,,Net 30
No,23104,900752,900752,Insurica,,Yes,,Approved,,936-372-2477,,,,,"Insurica
8834 N Capital of Texas Hwy
Suite300
Austin TX 78759
United States","Insurica
8834 N Capital of Texas Hwy
Suite300
Austin TX 78759
United States",,,No,,Due on receipt
No,23105,900753,900753,Integrity Fleet Solutions - CC,,Yes,,Approved,,,integrityfleetsolutions@gmail.com,,,,"Integrity Fleet Solutions - CC
7531 Kingsbury Rd
Kingsbury TX 78638
United States","Integrity Fleet Solutions - CC
7531 Kingsbury Rd
Kingsbury TX 78638
United States",,,No,,Credit Card
No,22028,900754,900754,Internal Revenue Service,Yes,Yes,,Approved,,,,,,,"900754
PO Box 1214
Charlotte NC 28201
United States","900754
PO Box 1214
Charlotte NC 28201
United States",,,No,,
No,22029,900755,900755,Interstate Billing Service,,Yes,,Approved,,800-332-9140,,,,,"900755
PO Box 2208
Decatur AL 35609
United States","900755
PO Box 2208
Decatur AL 35609
United States",,,No,,Due on receipt
No,22030,900756,900756,Intuit,,Yes,,Approved,,,,,,,"900756
United States","900756
United States",,,No,,Due on receipt
No,23106,900757,900757,Iowa Department of Revenue,,Yes,,Approved,,,,,,,"Iowa Department of Revenue
PO  Box 9187
IA Income Tax - Doc Processing
Des Moines IA 50306
United States","Iowa Department of Revenue
PO  Box 9187
IA Income Tax - Doc Processing
Des Moines IA 50306
United States",,,No,,
No,23107,900758,900758,Iowa Secretary of State,Yes,Yes,,Approved,,,,,,,"Iowa Secretary of State
Lucas Building, 1st Floor
Des Moines IA 50319
United States","Iowa Secretary of State
Lucas Building, 1st Floor
Des Moines IA 50319
United States",,,No,,
No,23108,900759,900759,IPack Systems - Industrial Packing System,,Yes,,Approved,,281-554-8683,cmuller@ipacksystems.com,,,,"IPack Systems - Industrial Packing System
4478 Genoa Red Bluff Road
Pasadena TX 77505
United States","IPack Systems - Industrial Packing System
4478 Genoa Red Bluff Road
Pasadena TX 77505
United States",,,No,,Net 30
No,22031,900760,900760,IPFS Corporation - EFT,,Yes,,Approved,,855-891-2621,donotreply.txp@ipfs.com,800-808-8784,,,"900760
PO  Box 412086
Kansas City MO 64141
United States","900760
PO  Box 412086
Kansas City MO 64141
United States",,,No,,Due on receipt
No,23109,900761,900761,Isaac Cardenas,,Yes,,Approved,,832-727-6943,isaac.cardenas21@gmail.com,,,,"Isaac Cardenas
15414 Bosque Viejo Trail
Channelview TX 77530
United States","Isaac Cardenas
15414 Bosque Viejo Trail
Channelview TX 77530
United States",,,No,,Due on receipt
No,23110,900762,900762,ISN Software Corporation,,Yes,,Approved,,800-976-1303,customerservice@isn.com,,,,"ISN Software Corporation
PO Box 841808
Dallas TX 75284
United States","ISN Software Corporation
PO Box 841808
Dallas TX 75284
United States",,,No,,Net 30
No,22032,900763,900763,iSolved - CC,,Yes,,Approved,,,,,,,"900763
United States","900763
United States",,,No,,
No,22033,900764,900764,iTank / Anova,,Yes,,Approved,,,AR-Colf@Anova.com,,,,"900764
PO  Box 30280
Omaha NE 68103
United States","900764
PO  Box 30280
Omaha NE 68103
United States",,,No,,Net 30
No,23111,900765,900765,"J & B Pavelka, Inc.",,Yes,,Approved,,361-387-5010,cindyg@jbpavelkainc.com,,,,"J & B Pavelka, Inc.
3205 Hwy 44
Robstown TX 78380
United States","J & B Pavelka, Inc.
3205 Hwy 44
Robstown TX 78380
United States",,,No,,Net 30
No,22034,900767,900767,J Williams/Woden I.S.D.,,Yes,,Approved,,,,,,,"900767
United States","900767
United States",,,No,,Due on receipt
No,23113,900768,900768,"J&B Trailers & Equipment, Inc",,Yes,,Approved,National ,432-563-0923,Tklein@j-btrailers.com,,,,"J&B Trailers & Equipment, Inc
PO Box 62107
Midland TX 79711
United States","J&B Trailers & Equipment, Inc
PO Box 62107
Midland TX 79711
United States",,,No,,Net 30
No,23114,900769,900769,J&E Forklift Service Fleet Service,,Yes,,Approved,,832-447-0495,jneforklifts@yahoo.com,,,,"J&E Forklift Service Fleet Service
10606 Bucknell Rd
Houston TX 77016
United States","J&E Forklift Service Fleet Service
10606 Bucknell Rd
Houston TX 77016
United States",,,No,,Due on receipt
No,19142,900770,,J&H Oil Co.,,No,,Pending,,(616) 260-0122,mczapek@jhoil.com,,,,"J&H Oil Co.
PO Box 9464
Wyoming MI 49509
United States","J&H Oil Co.
PO Box 9464
Wyoming MI 49509
United States",,,No,,Net 10
No,23116,900771,900771,J&J Gas Service,,Yes,,Approved,,386-294-1801,brittany@jjgasservice.com,,,,"J&J Gas Service
PO Box 308
Mayo FL 32066
United States","J&J Gas Service
PO Box 308
Mayo FL 32066
United States",,,No,,Net 30
No,23117,900772,900772,J&L Martinez Properties,,Yes,,Approved,,210-661-4605,,210-661-4059,,(210) 661-4059,"J&L Martinez Properties
7550 FM 1346
San Antonio TX 78220
United States","J&L Martinez Properties
7550 FM 1346
San Antonio TX 78220
United States",,,No,,Due on receipt
No,22035,900773,900773,"J.D. Moore Oil, Inc.",,Yes,,Approved,National ,912-265-7190,judy@jdmooreoil.com,,,,"900773
PO Box 1078
Brunswick GA 31521
United States","900773
PO Box 1078
Brunswick GA 31521
United States",,,No,,Due on receipt
No,22036,900774,900774,"J.J. Keller & Assoc., Inc. - CC",,Yes,,Approved,,,,,,,"900774
United States","900774
United States",,,No,,Credit Card
No,22037,900775,900775,J.R. Holms - CC,,Yes,,Approved,,205-519-5026,darrinh90@gmail.com,,,,"900775
1961 4th Ave SW
Bessemer AL 35022
United States","900775
1961 4th Ave SW
Bessemer AL 35022
United States",,,No,,Credit Card
No,23118,900776,900776,J.V. GANDER - EFT,,Yes,,Approved,,850-653-8889,jim.gander@jvgander.com,850-653-9818,,,"J.V. GANDER - EFT
PO  DRAWER 70
Apalachicola FL 32329
United States","J.V. GANDER - EFT
PO  DRAWER 70
Apalachicola FL 32329
United States",,,No,,Net 10
No,22038,900777,900777,"Jack's Oil Distributing, Inc.",,Yes,,Approved,,320-453-6560,DeanS@jackscompanies.com,,,,"900777
PO Box 309
Eden Valley MN 55329
United States","900777
PO Box 309
Eden Valley MN 55329
United States",,,No,,Due on receipt
No,22039,900778,900778,Jack Olsta Co. - CC,,Yes,,Approved,,,,,,,"900778
United States","900778
United States",,,No,,
No,22040,900779,900779,Jackson Oil & Solvents - EFT,,Yes,,Approved,,800-221-4603,dispatchoffice@jos.us.com,,,,"900779
1970 Kentucky Ave
Indianapolis IN 46221
United States","900779
1970 Kentucky Ave
Indianapolis IN 46221
United States",,,No,,Net 15 - EFT
No,22041,900780,900780,Jacobs Petroleum EFT,,Yes,,Approved,National ,,dispatch@jacobspetro.com,,,,"900780
1115 East High Street
Waynesburg PA 15370
United States","900780
1115 East High Street
Waynesburg PA 15370
United States",,,No,,Net 07
No,23119,900781,900781,Jacobus Energy Mobile Fueling,,Yes,,Approved,,317-771-3982,JEFUELDESK@Jacobusenergy.com,,,,"Jacobus Energy Mobile Fueling
Box 88249
Milwaukee WI 53288
United States","Jacobus Energy Mobile Fueling
Box 88249
Milwaukee WI 53288
United States",,,No,,Net 07
No,22042,900783,900783,Jaguar Fueling - Hurricane Idalia,,Yes,,Approved,,,HRT@jaguarfueling.com,,,,"900783
Vairous Locations, FL
United States","900783
Vairous Locations, FL
United States",,,No,,
No,23120,900784,900784,"Jaguar Fueling Services, LLC",,Yes,,Approved,,,houstondispatch@jaguarfueling.com,,,,"Jaguar Fueling Services, LLC
2413 Wilson Road
Humble TX 77396
United States","Jaguar Fueling Services, LLC
2413 Wilson Road
Humble TX 77396
United States",,,No,,
No,23121,900785,900785,"Jaguar Fueling Services, LLC - CENTRAL",,Yes,,Approved,,844-524-3835,centraltxdispatch@jaguarfueling.com,,,,"Jaguar Fueling Services, LLC - CENTRAL
2413 Wilson Road
Humble TX 77396
United States","Jaguar Fueling Services, LLC - CENTRAL
2413 Wilson Road
Humble TX 77396
United States",,,No,,
No,23122,900786,900786,"Jaguar Fueling Services, LLC - WEST",,Yes,,Approved,,844-524-3835,westtxdispatch@jaguarfueling.com,,,,"Jaguar Fueling Services, LLC - WEST
2413 Wilson Road
Humble TX 77396
United States","Jaguar Fueling Services, LLC - WEST
2413 Wilson Road
Humble TX 77396
United States",,,No,,
No,22043,900787,900787,Jaguar Justified,,Yes,,Approved,,,,,,,"900787
United States","900787
United States",,,No,,
No,22044,900788,900788,Jaguar MOCK Bills,,Yes,,Approved,,,,,,,"900788
United States","900788
United States",,,No,,
No,22045,900789,900789,Jaguar Tornado Storm,,Yes,,Approved,,,hrt@jaguarfueling.com,,,,"900789
United States","900789
United States",,,No,,
Yes,22046,900790,900790,James Case Oil Inc. - CC,,Yes,,Approved,National ,601-833-6383,jcooilinc@yahoo.com,,,,"900790
1261 California Rd. NW
Brookhaven MS 39601
United States","900790
1261 California Rd. NW
Brookhaven MS 39601
United States",,,No,,Net 10 - Credit Card
No,22047,900791,900791,James Towing - CC,,Yes,,Approved,,865-458-3403,jamestowing@gmail.com,,,,"900791
5555 Corporate Park Dr
Loudon TN 37774
United States","900791
5555 Corporate Park Dr
Loudon TN 37774
United States",,,No,,Credit Card
No,22048,900792,900792,Jamf Software LLC,,Yes,,Approved,,,billing@jamf.com,,,,"900792
PO Box 74007550
Chicago IL 60674
United States","900792
PO Box 74007550
Chicago IL 60674
United States",,,No,,Net 30
No,23123,900793,900793,"Jared's Plumbing, LLC",,Yes,,Approved,,281-360-4114,info@jaredsplumbing.com,,,,"Jared's Plumbing, LLC
1212 1st St., Ste. D
Humble TX 77338
United States","Jared's Plumbing, LLC
1212 1st St., Ste. D
Humble TX 77338
United States",,,No,,Due on receipt
No,23124,900794,900794,Jared Vallejo Sales Rep,,Yes,,Approved,,,,,,,"Jared Vallejo Sales Rep
23493 Banks Mill Drive
New Caney TX 77357
United States","Jared Vallejo Sales Rep
23493 Banks Mill Drive
New Caney TX 77357
United States",,,No,,Due on receipt
No,22049,900795,900795,Jason's Deli,,Yes,,Approved,,,,,,,"900795
United States","900795
United States",,,No,,
No,22050,900796,900796,"JAT Oil, Inc.",,Yes,,Approved,National ,423-629-6611,dispatch@jatoil.com,423-629-9459,,,"900796
PO Box 5288
Chattanooga TN 37406
United States","900796
PO Box 5288
Chattanooga TN 37406
United States",,,No,,Net 10
No,23125,900797,900797,JB Supply Service LLC,,Yes,,Approved,,512-393-2222,redsoap@outlook.com,512-393-2080,,,"JB Supply Service LLC
1225 Lost Trail
New Braunfels TX 78132
United States","JB Supply Service LLC
1225 Lost Trail
New Braunfels TX 78132
United States",,,No,,Net 30
No,22051,900798,900798,JDI Transportation - CC,,Yes,,Approved,,240-432-1503,Jones@JDITransportation.com,,,,"900798
6200 Coventry Way
Clinton MD 20735
United States","900798
6200 Coventry Way
Clinton MD 20735
United States",,,No,,Credit Card
No,23126,900799,900799,Jed's Hardware - CC,,Yes,,Approved,,281-442-2579,,,,,"Jed's Hardware - CC
5415 Aldine Mail Rt
Houston TX 77039
United States","Jed's Hardware - CC
5415 Aldine Mail Rt
Houston TX 77039
United States",,,No,,Credit Card
No,22052,900800,900800,Jefferson Farmers CO-OP - CC,,Yes,,Approved,,865-397-3434,mpettit@jeffersonfcoop.com,,,,"900800
106 Highway 92 South
Dandridge TN 37725
United States","900800
106 Highway 92 South
Dandridge TN 37725
United States",,,No,,Credit Card
No,22053,900801,900801,Jefferson Parish,,Yes,,Approved,,,,,,,"900801
PO Box 248
Gretna LA 70054
United States","900801
PO Box 248
Gretna LA 70054
United States",,,No,,
No,22054,900802,900802,JerkyGent - CC,,Yes,,Approved,,,,,,,"900802
United States","900802
United States",,,No,,
No,22055,900803,900803,Jerry Cox - CC,,Yes,,Approved,,843-365-2353,michellejohnson66@live.com,,,,"900803
3104 Hwy 701
Conway SC 29526
United States","900803
3104 Hwy 701
Conway SC 29526
United States",,,No,,Credit Card
No,23127,900804,900804,"Jet Age Fuel, Inc - EFT",,Yes,,Approved,,727-441-1706,kevin@jetagefuel.com,727-441-1707,,,"Jet Age Fuel, Inc - EFT
519 Pennsylvania Ave
Clearwater FL 33755
United States","Jet Age Fuel, Inc - EFT
519 Pennsylvania Ave
Clearwater FL 33755
United States",,,No,,Net 10 - EFT
No,23128,900805,900805,Jezco Rentals Inc - EFT,,Yes,,Approved,,888-539-2675,ap@jezcorentalsinc.com,,,,"Jezco Rentals Inc - EFT
510 S Big Spring St
Midland TX 79701
United States","Jezco Rentals Inc - EFT
510 S Big Spring St
Midland TX 79701
United States",,,No,,Due on receipt
No,23129,900806,900806,JF Petroleum Group,,Yes,,Approved,,956-686-9582,lgomez@jfpetroleumgroup.com,,,,"JF Petroleum Group
PO BOX 676045
Dallas TX 75267
United States","JF Petroleum Group
PO BOX 676045
Dallas TX 75267
United States",,,No,,Net 30
No,22056,900807,900807,Jiffy Lube - CC,,Yes,,Approved,,,,,,,"900807
United States","900807
United States",,,No,,
No,22057,900808,900808,"Jim's Tank Service, LLC",,Yes,,Approved,,901-357-7237,dlarder@jimstankservice.com,,,,"900808
PO Box 281431
Memphis TN 38168
United States","900808
PO Box 281431
Memphis TN 38168
United States",,,No,,
No,23130,900809,900809,Jim Hinton OIl - EFT,,Yes,,Approved,,229-242-1800,bbozeman@hintonoil.com,,,,"Jim Hinton OIl - EFT
PO Box 39
Live Oak FL 32064
United States","Jim Hinton OIl - EFT
PO Box 39
Live Oak FL 32064
United States",,,No,,EFT Due Upon Receipt
No,22058,900810,900810,JJ Adams Fuel Oil Company LLC - CC,,Yes,,Approved,,410-922-2600,jjadamsfuel@verizon.net,,,,"900810
PO BOX 3768
Baltimore MD 21217
United States","900810
PO BOX 3768
Baltimore MD 21217
United States",,,No,,Credit Card
No,22059,900811,900811,JJ Petroleum Dist. Services,,Yes,,Approved,,787-755-1620,jjpdist@gmail.com,,,,"900811
PO Box 1916
Trujillo Alto PR 977
United States","900811
PO Box 1916
Trujillo Alto PR 977
United States",,,No,,Due on receipt
No,23131,900812,900812,JLL/ FIRST DATA,,Yes,,Approved,,,,,,,"JLL/ FIRST DATA
PO Box 4817
Mailstop #40140-1601339
Portland OR 97208
United States","JLL/ FIRST DATA
PO Box 4817
Mailstop #40140-1601339
Portland OR 97208
United States",,,No,,
No,22060,900813,900813,John Hancock 401k,,Yes,,Approved,,,,,,,"900813
United States","900813
United States",,,No,,
No,23132,900814,900814,John M Ellsworth Co - CC,,Yes,,Approved,,800-333-3331,,,,,"John M Ellsworth Co - CC
8700 W Bradley Rd
Milwaukee WI 53224
United States","John M Ellsworth Co - CC
8700 W Bradley Rd
Milwaukee WI 53224
United States",,,No,,Credit Card
No,22061,900815,900815,"John Moore Oil Co., Inc.",,Yes,,Approved,,816-229-5662,jmoc@att.net,816-229-5665,,,"900815
PO Box 416
Blue Springs MO 64013
United States","900815
PO Box 416
Blue Springs MO 64013
United States",,,No,,Due on receipt
No,23133,900816,900816,"John W. Stone Oil Distributor, LLC",,Yes,,Approved,,281-860-4312,sgay@stoneoil.com,,,,"John W. Stone Oil Distributor, LLC
PO Box 676368
Dallas TX 75267
United States","John W. Stone Oil Distributor, LLC
PO Box 676368
Dallas TX 75267
United States",,,No,,Net 30
No,23134,900817,900817,"John Wiesner, Inc.",,Yes,,Approved,,,,,,,"John Wiesner, Inc.
1645 I-45 N
P. O. Box 2348
Conroe TX 77304
United States","John Wiesner, Inc.
1645 I-45 N
P. O. Box 2348
Conroe TX 77304
United States",,,No,,Due on receipt
No,23135,900818,900818,"Johnson & Johnson, Inc.",,Yes,,Approved,,850-973-2277,Lucas@jj-fuel.com,850-973-3702,,,"Johnson & Johnson, Inc.
PO Box 3116
Lake City FL 32056
United States","Johnson & Johnson, Inc.
PO Box 3116
Lake City FL 32056
United States",,,No,,Net 10
No,22062,900819,900819,Johnson Oil Co - CC,,Yes,,Approved,,260-726-6675,Johnsonoil@sbcglobal.net,,,,"900819
PO Box 336
Gaston IN 47342
United States","900819
PO Box 336
Gaston IN 47342
United States",,,No,,Credit Card
No,22063,900820,900820,Johnson Petroleum,,Yes,,Approved,,260-356-3418,blake@johnsonpetroleum.com,,,,"900820
PO Box 967
Huntington IL 46750
United States","900820
PO Box 967
Huntington IL 46750
United States",,,No,,Net 10
No,22064,900821,900821,Jonas Events - CC,,Yes,,Approved,,,,,,,"900821
United States","900821
United States",,,No,,
No,22065,900822,900822,Jose Nava - CC,,Yes,,Approved,,,,,,,"900822
United States","900822
United States",,,No,,
No,23136,900823,900823,Jps Oil & Propane - CC,,Yes,,Approved,,419-596-2793,JPSOil@TDS.net,,,,"Jps Oil & Propane - CC
21801 Road E16
Continental OH 45831
United States","Jps Oil & Propane - CC
21801 Road E16
Continental OH 45831
United States",,,No,,Credit Card
