Customer ID,Customer Name,Company Name,DBA Name,Credit Insurance Amount
"54979","10971-101","38927 FM 1774","","25000"
"54980","10971-106","38927 FM 1774","","25000"
"54981","10971-107","31099 Old Hockley Rd","","25000"
"54983","10941-101","12630 Water Works Way","","150000"
"54984","10941-102","Surf Oaks","","150000"
"54985","10941-103","790 N L St","","150000"
"54986","10941-104","13150 Port Rd","","150000"
"54987","10941-105","1515 E Barbours Cut Blvd","","150000"
"54988","10941-106","5804 Lockwood Driver","","150000"
"54989","10941-110","1902 Barry Rose Rd","","150000"
"54990","10941-111","5900 Magnolia Pkwy","","150000"
"54991","10941-150","2699-2775 E Barbours Cut Blvd","","150000"
"54992","12533-101","1111 Isis Court Pl","","55000"
"54993","12143-101","1530 FM 973","","40000"
"54994","12143-102","700 New Meister Ln","","40000"
"54995","10957-101","211 Perimeter Center Parkway NE","","25000"
"54996","10957-102","4901 Langley rd","","25000"
"55000","12535-101","5103 Underwood Rd","","30000"
"55001","10985-101","9416 Ley Rd","","25000"
"55002","10988-101","19820 N 7th St #260","","160000"
"55003","10988-108","11320 W Indian School Rd","","160000"
"55004","10988-113","13040 W Cottonwood St","","160000"
"55005","10988-114","1330 N Postvale Rd","","160000"
"55006","10988-117","14225 N 7th St","","160000"
"55007","10988-120","18047 N Tatum Blvd","","160000"
"55008","10988-121","1828 North 52nd St","","160000"
"55009","10988-122","1875 South Arizona Avenue","","160000"
"55010","10988-127","2653 E McKellips Rd","","160000"
"55011","10988-131","33516 W Lower Buckeye Rd","","160000"
"55012","10988-134","506 S 339th Ave","","160000"
"55013","10988-138","6402 West Bell Rd","","160000"
"55014","10988-141","8550 W Pinnacle Peak Rd","","160000"
"55015","10988-144","Hwy 303 & Bethany Home Rd","","160000"
"55016","10988-109","11745 Sherman Way","","160000"
"55017","10988-110","1210 Rainbow Hills","","160000"
"55018","10988-111","1225 Bloomfield Ave #4","","160000"
"55019","10988-112","12936 Valley Blvd","","160000"
"55020","10988-115","13650 Carmel Valley Rd","","160000"
"55021","10988-116","14225 Highland Valley Rd","","160000"
"55022","10988-118","1700 Growest Ave","","160000"
"55023","10988-119","17715 Amie Ave","","160000"
"55024","10988-123","2100 Greenwood Ave","","160000"
"55025","10988-124","21251 Bushard St","","160000"
"55026","10988-125","26334 Mesa Rock Rd","","160000"
"55027","10988-126","26437 N Centre City Pkwy","","160000"
"55028","10988-128","29081 Pacific Coast Hwy","","160000"
"55029","10988-129","3000 B St","","160000"
"55030","10988-130","3231 Oceanside Blvd","","160000"
"55031","10988-132","36708 Briggs Rd","","160000"
"55032","10988-133","46062 Vista Del Mar","","160000"
"55033","10988-135","520 Rucker St","","160000"
"55034","10988-136","5211 Edison Ave","","160000"
"55035","10988-137","550 Collyn St","","160000"
"55036","10988-139","6500 Alton Pkwy","","160000"
"55037","10988-143","9708 Flinn Springs Rd","","160000"
"55038","10988-147","50600 Jackson St","","160000"
"55039","10988-149","1919 Dennis Ln","","160000"
"55040","10988-150","55526 Harrison St","","160000"
"55041","10988-158","7021 Lone Tree Way","","160000"
"55042","10988-156","1401 Moba Drive","","160000"
"55043","10988-140","7375 Tule Springs Rd","","160000"
"55044","10988-142","9040 S Eastern Ave","","160000"
"55045","10988-146","5311 W Charleston Blvd","","160000"
"55046","10988-159","8207 Kingston Pike","","160000"
"55047","10988-102","14620 Interstate Highway 35 South","","160000"
"55048","10988-103","21115 I45 South","","160000"
"55049","10988-104","6540 TX-105","","160000"
"55050","10988-105","9755 Hwy 6 South","","160000"
"55051","10988-106","10910 Katy Fwy","","160000"
"55052","10988-107","12881 Pondsprings Road","","160000"
"55053","10988-145","402 FM 646","","160000"
"55054","10988-148","23420 I-45","","160000"
"55055","10988-151","3969 US 290","","160000"
"55056","10988-152","11222 Katy Fwy","","160000"
"55057","10988-153","15841 Ronald Regan","","160000"
"55058","10988-154","3550 N Loop 1604 E","","160000"
"55059","10988-155","9438 W Loop 1604 N","","160000"
"55060","10988-157","7744 Blue Mound Rd","","160000"
"55061","10988-500","2413 Wilson Road","","160000"
"55062","12854-102","8534 Gardner Rd","","60000"
"55063","12154-101","1800 S US Hwy 385","","25000"
"55065","11012-101","16019 Milo Rd","","25000"
"55066","12330-101","6145 US 69","","60000"
"55067","12330-102","2366 Sulphur Plant Rd","","60000"
"55068","12330-103","29.98893, -94.03261","","60000"
"55069","12789-102","9400 Hwy 146","","25000"
"55070","11780-101","23673 Sweetgum Ln","","25000"
"55072","11999-101","4507 Wright Road","","25000"
"55073","11028-101","951 SW 12th Ave","","25000"
"55074","11028-102","13727 Reeveston Rd","","25000"
"55075","11035-101","15025 East Freeway","","70000"
"55076","11035-102","324 Sun Oil Rd","","70000"
"55077","11035-103","12901 Hatcherville Rd","","70000"
"55078","11035-104","10747 FM 1942","","70000"
"55079","11035-105","15620 Jacintoport Blvd","","70000"
"55080","11035-106","13513 Hatcherville Rd Gate H7","","70000"
"55081","11035-107","12841 Hatcherville Rd Gate H3","","70000"
"55082","11035-108","12319 HWY 146","","70000"
"55083","11035-110","12426 Hatcherville Road","","70000"
"55084","11035-111","2300 Twin City Highway","","70000"
"55085","11039-101","10555 Wyman Gordon Dr","","50000"
"55086","10881-101","2610 E I-20 Frontage","","30000"
"55087","10881-102","7615 West Industrial Ave","","30000"
"55088","12421-101","5656 Kelly St","","25000"
"55089","12421-102","2250 Buckthorne Place","","25000"
"55090","12421-103","29.498147, -95.206511","","25000"
"55091","12421-104","5310 Airport Avenue","","25000"
"55092","12421-105","1421 North Loop West","","25000"
"55093","12421-106","1500 Procter St","","25000"
"55097","11050-101","2302 Garden City Hwy","","50000"
"55098","11051-101","7000 Central Parkway","","80000"
"55099","11051-102","2120 Farm to Market 359 South","","80000"
"55100","11051-103","6560 Langfield Rd Bldg 3","","80000"
"55101","11051-104","13600 South Wayside Drive","","80000"
"55102","11051-108","29.74219, -95.93738","","80000"
"55103","11053-101","8212 Barton Club Dr","","60000"
"55104","11053-102","25968 Haynie Flat Rd","","60000"
"55105","11053-103","4201 Barton Creek Blvd","","60000"
"55106","11053-104","30.45489, -98.09272","","60000"
"55107","11053-105","30.28996, -97.85497","","60000"
"55108","11053-106","30.27791, -97.88335","","60000"
"55109","11053-107","7906 Barton Club Drive","","60000"
"55112","11789-101","8451 Market St","","40000"
"55113","11079-101","800 Northpark Central","","25000"
"55114","11079-102","3811 South County Rd","","25000"
"55115","11086-101","4621 W 46th St","","25000"
"55116","11086-102","16602 Beaumont Hwy","","25000"
"55117","11089-101","2824 Florida Avenue","","60000"
"55118","11089-102","2226 FM 3538","","60000"
"55119","11089-103","4412 North Freeway","","60000"
"55120","11089-104","9460 W Sam Houston Pkwy S","","60000"
"55121","11089-105","9598 Rowlett Road","","60000"
"55122","11089-106","13484 Northwest Freeway","","60000"
"55123","11089-107","4633 Borusan Rd","","60000"
"55124","11089-108","18700 HWY 105 W","","60000"
"55125","11089-109","325 E Richey Road","","60000"
"55126","11089-110","25800 Kuykendahl Rd","","60000"
"55127","11089-111","2450 NW Loop 338","","60000"
"55128","11089-112","3162 FM 3538","","60000"
"55129","11089-113","11210 W Airport Blvd","","60000"
"55130","11089-114","12205 West Rd","","60000"
"55131","11089-115","4554 Oscar Nelson Jr Dr","","60000"
"55132","11089-116","6701 US-90","","60000"
"55133","11089-117","13003 Tomball Parkway","","60000"
"55134","11089-118","831 Highway 59 S","","60000"
"55135","11089-119","2700 S Kirkwood Dr","","60000"
"55136","11089-120","3162 Brast Rd","","60000"
"55137","11089-121","2901 Riley Fuzzell Rd","","60000"
"55138","11089-122","141 IH 45 S","","60000"
"55139","11089-123","4210 John Ben Shepperd Parkway","","60000"
"55140","11089-124","49999 North Twin City Hwy","","60000"
"55141","11089-125","2955 Kirby Dr","","60000"
"55142","11089-126","2226 FM 3013","","60000"
"55143","11089-127","3506 Highway 6 S","","60000"
"55144","11089-128","5660 W Grand Pkwy S","","60000"
"55145","11089-211","24809 Aldine Westfield Rd","","60000"
"55146","11089-215","20310 US-59","","60000"
"55147","11089-216","2613 Austin Street","","60000"
"55148","11089-217","20131 Gene Campbell Blvd","","60000"
"55149","11089-218","1118 Silber","","60000"
"55150","11089-219","13600 East Frw","","60000"
"55151","11089-220","10488 Katy Fwy","","60000"
"55152","11089-221","4810 Hwy 6 N","","60000"
"55153","11089-223","8208 Barker Cypress Rd","","60000"
"55154","11089-224","5405 South Rice Ave","","60000"
"55155","11089-225","9025 Spenser Rd","","60000"
"55156","11089-226","9665 FM 1960 Bypass","","60000"
"55157","11089-227","6626 FM 1960 Rd E","","60000"
"55158","11089-228","27650 Stare Hwy 249","","60000"
"55159","11089-230","22850 Morton Ranch Rd","","60000"
"55160","11089-231","9929 HWY 6","","60000"
"55161","11089-232","451 FM 686","","60000"
"55162","11089-233","12300 S W Freeway","","60000"
"55163","11089-234","25108 Market Place Dr","","60000"
"55164","11089-235","2200 Briarcrest Dr","","60000"
"55165","11089-600","121 Highway 332 W","","60000"
"55166","11096-102","1530 FM 973","","40000"
"55167","11849-101","6455 E Grand Parkway South","","80000"
"55168","11097-101","4474 Halls Mill Road","","110000"
"55169","11097-102","104852 Long Street West","","110000"
"55170","11097-103","4959 Farm to Market  2917 Rd","","110000"
"55171","11097-104","6435 Storey Dr","","110000"
"55172","11097-105","7001 North Loop E Fwy Svc Rd","","110000"
"55173","11097-106","10431 N Eldridge Parkway","","110000"
"55174","11097-107","3434 N Fry Road","","110000"
"55175","11097-108","15410 Peermont St","","110000"
"55176","11097-109","3057 Carrizo Springs Ct","","110000"
"55177","11097-110","19814 Oakwood Falls Trail","","110000"
"55178","11097-111","20311 Eagle Nest Falls","","110000"
"55179","11097-112","2947 Sunbird Dr","","110000"
"55180","11097-113","3525 Decker Dr","","110000"
"55181","11097-114","120 FM 3349","","110000"
"55182","11097-115","2974832N 9498172W","","110000"
"55183","11097-116","5650 Dorado Bluffs","","110000"
"55184","11097-117","29.76784, -95.02340","","110000"
"55185","11097-118","3060 Carrizo Springs Ct","","110000"
"55186","11097-119","1705-1783 East 120 Frontage Road","","110000"
"55187","11097-120","FM 487","","110000"
"55188","11097-121","29.76613, -95.02337","","110000"
"55189","11097-122","29.839470, -97.941230","","110000"
"55190","11097-123","2700 State Hwy 3","","110000"
"55191","11097-124","29.766274, -95.021969","","110000"
"55192","11097-125","12353 FM 1960 East","","110000"
"55193","11097-126","27809 Katy Fwy","","110000"
"55194","11097-127","29.77707, -95.85690","","110000"
"55195","11097-128","27901-27931 Katy Freeway","","110000"
"55196","11097-129","1451 FM 3349","","110000"
"55197","11097-130","2700 Eldridge Pkwy","","110000"
"55198","11097-131","133 Cane Island Pkwy","","110000"
"55199","11097-132","2700 S County Rd 1140","","110000"
"55200","11097-133","4101 Abigial Way","","110000"
"55201","11097-134","2101 75th St","","110000"
"55202","11097-135","29.933663, -95.0620237","","110000"
"55203","11097-136","29.93365, -95.62016","","110000"
"55204","11097-137","13238 Aspen Bough Cir","","110000"
"55205","11097-138","26411 Jacks Barn Rd","","110000"
"55206","11097-139","700 Woodforest Pkwy","","110000"
"55207","11097-140","13231 Heather Falls Dr","","110000"
"55208","11097-141","13430 Oak Ledge Dr","","110000"
"55209","11097-142","1607 S Houston Ave","","110000"
"55210","11097-143","1743 S Houston Ave","","110000"
"55211","11097-144","2801 N Braeswood Blvd","","110000"
"55212","11097-145","13905 University Blvd","","110000"
"55213","11097-146","106 Capriccio Ln","","110000"
"55214","11097-147","6719 Nicholas Trail","","110000"
"55216","11098-101","12805 Hatcherville Rd","","60000"
"55217","11098-102","2429 Wilson Rd","","60000"
"55218","11098-103","22731 Ford Rd","","60000"
"55219","11100-101","7120 Pointe Inverness Way","","50000"
"55220","11100-102","14053 Industrial Rd","","50000"
"55221","11100-103","1101 North Erma Avenue","","50000"
"55222","11100-104","1 Maintenance Way Brewester","","50000"
"55223","11100-105","5814 Riley Fuzzell Road","","50000"
"55224","11100-106","11450 W Farimont Pkwy","","50000"
"55225","11100-107","2100  Pelican rd","","50000"
"55226","12329-101","2024 CR 388","","25000"
"55227","12329-102","607 County Road 129 D","","25000"
"55228","11112-101","3770 South Loop East","","25000"
"55229","11114-101","14047 Industrial Rd","","100000"
"55230","11114-102","29 42'471N 94 55'435"W"","","100000"
"55231","11114-103","29.7804834,-95.1200222","","100000"
"55232","11114-104","29.893825, -94.244572","","100000"
"55233","11114-105","29.893921, -94.230327","","100000"
"55234","11114-106","29.900498, -94.139847","","100000"
"55235","11114-107","29.805889, -94.908167","","100000"
"55236","11114-108","29.805400, -94.908060","","100000"
"55237","11114-109","29.820298, -94.906634","","100000"
"55238","11114-110","30.150911, -95.447475","","100000"
"55239","11114-112","1111 Timberloch Place","","100000"
"55240","11114-113","29.746713, -95.155293","","100000"
"55241","11114-114","30.071515, -93.975624","","100000"
"55242","11114-115","30.072009, -93.959403","","100000"
"55243","11114-116","30.072905, -93.889293","","100000"
"55244","11114-117","12612 FM 105","","100000"
"55245","11114-118","29.894716, -94.139780","","100000"
"55246","11114-119","29.894722, -94.139778","","100000"
"55247","11114-120","29.943667, -94.120972","","100000"
"55248","11114-121","30.073060, -93.900060","","100000"
"55249","11114-122","29.951835, -94.116785","","100000"
"55250","11114-123","29.958083, -94.108389","","100000"
"55251","11114-124","29.958407, -94.108160","","100000"
"55252","11114-125","29.9518353, -94.1167848","","100000"
"55253","11114-126","29.958070, -94.108392","","100000"
"55254","11114-127","29.99563, -94.09934","","100000"
"55255","11114-129","30.025028, -94.052306","","100000"
"55256","11114-130","30.030102, -94.051940","","100000"
"55257","11114-131","30.014614, -94.068351","","100000"
"55258","11114-132","30.02272, -94.05611","","100000"
"55259","11114-133","30.056083, -93.773167","","100000"
"55260","11114-135","30.056095, -93.773166","","100000"
"55261","11114-136","30.021687, -95.832094","","100000"
"55262","11114-137","29.957652, -95.681989","","100000"
"55263","11114-138","6268 FM 365","","100000"
"55264","11114-139","30.062460, -93.815952","","100000"
"55265","11114-140","29.649167, -96.024968","","100000"
"55266","11114-141","30.015271, -94.049063","","100000"
"55267","11114-142","30.050708, -93.783027","","100000"
"55268","11114-143","30.073485, -93.764050","","100000"
"55269","11114-144","30.00127, -94.02253","","100000"
"55270","11114-145","514 Dupont Drive","","100000"
"55271","11114-146","30.003532, -94.040369","","100000"
"55272","11114-148","30.068123, -93.726042","","100000"
"55273","11114-149","29.974711,-94.109328","","100000"
"55274","11114-150","29.981738, -94.087515","","100000"
"55275","11114-151","29.974722, -94.109333","","100000"
"55276","11114-152","29.981750,  -94.087528","","100000"
"55277","11114-153","29.9161927,-94.0114607","","100000"
"55278","11114-154","32.254750, -94.546778","","100000"
"55279","11114-155","30.106026, -93.935357","","100000"
"55280","11114-157","32.258243, -94.541126","","100000"
"55281","11114-158","29.8981944, -94.4885556","","100000"
"55282","11116-101","3477 West FM 942","","210000"
"55283","11116-102","73477 West Farm to Market 942","","210000"
"55288","11872-101","24816 Cunningham Drive","","50000"
"55289","11872-102","22916 Andrew Lane","","50000"
"55290","11872-103","23716 Briar Tree Dr A","","50000"
"55291","11872-104","21450 Kirsten Falls Dr","","50000"
"55292","11123-101","22162 Water Well Rd","","25000"
"55293","11124-101","21966 Adams St","","40000"
"55294","11124-102","1809 S Washington","","40000"
"55295","11132-101","6931 FM 1960 Rd E","","500000"
"55296","11132-102","700 barnes Dr","","500000"
"55297","11132-103","8500 South Main Street","","500000"
